userid,start_date_s,end_date_s,status_s,progress_s,duration_s_s,finished_s,recorded_date_s,response_id_s,distribution_channel,user_language,id_1_s,id_2_s,id_3_s,id_4_s,id_5_s,participinfo,consent,q12_first_click,q12_last_click,q12_page_submit,q12_click_count,entexp,entxn,entxb,xposent,xposen,xposeb,prog,programme,q18,q19_first_click,q19_last_click,q19_page_submit,q19_click_count,cse1,cse2,cse3,creativese,q24_first_click,q24_last_click,q24_page_submit,q24_click_count,pinno1,pinno2,pinno3,persinno,q29_first_click,q29_last_click,q29_page_submit,q29_click_count,pl1,cl1,cl2,pl2,cl3,ml1,ml2,pl3,ml3,pl,cl,ml,frequse,frequentuser,useplan,useprof,useacad,usecontext,q44_first_click,q44_last_click,q44_page_submit,q44_click_count,se1,se2,se3,selfefficacy,q49_first_click,q49_last_click,q49_page_submit,q49_click_count,gender,q50_3_text,ageoriginal,hscountry,country_n,country_group,uk,q53_first_click,q53_last_click,q53_page_submit,q53_click_count,q63_first_click,q63_last_click,q63_page_submit,q63_click_count,random_id,id
yw05jn,2024-01-31T11:27:34Z,2024-01-31T11:40:52Z,IP Address,100,797,TRUE,2024-01-31T11:40:53Z,R_63jzAiPSjNvCcZ2,anonymous,EN,y,w,05,j,n,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,16.716,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Mathematics and Business.,Another programme with a business component,2,22.219,22.219,29.542,1,5,5,5,5,3.876,3.876,5.735,1,6,4,6,5.333333333333333,9.999,9.999,11.653,1,4,4,5,4,2,6,5,5,5,4.333333333333333,3.6666666666666665,5.333333333333333,Less than once a month.,0,3,3,3,3,6.894,6.894,9.188,1,6,7,6,6.333333333333333,2.414,2.414,3.905,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,15.541,30.177,69.428,3,76270,NA
yw05za,2024-01-31T11:53:09Z,2024-01-31T12:22:11Z,IP Address,94,1742,FALSE,2024-02-07T12:22:13Z,R_1qkjOfoPouzYEDu,anonymous,EN,y,w,05,z,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,194.352,225.044,225.457,4,6,5,6,5.666666666666667,0.542,18.907,21.756,5,4,3,3,3.3333333333333335,2.654,8.706,9.9,3,4,5,4,5,2,4,4,5,5,4.666666666666667,3.6666666666666665,4.333333333333333,About once each week.,0,3,3,2,2.6666666666666665,1.893,16.86,19.361,4,4,7,5,5.333333333333333,0.905,6.731,7.505,3,Female,NA,20,China,95,China,0,NA,NA,NA,NA,NA,NA,NA,NA,13208,NA
yw17ya,2024-01-31T11:27:22Z,2024-01-31T11:52:41Z,IP Address,100,1518,TRUE,2024-01-31T11:52:41Z,R_6jQAAeWQnzOkSbv,anonymous,EN,y,w,17,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,12.202,0,None of the above.,0,0,At least one of my parents has experience as a self-employed person.,0,entrepreneurial experience – broader,Mathematics and Business.,Another programme with a business component,1,15.885,28.627,29.607,2,5,6,6,5.666666666666667,6.469,6.469,7.166,1,7,6,5,6,7.869,7.869,8.714,1,5,6,7,6,6,5,7,7,3,6,6.333333333333333,5,Once or more each day.,frequent generative AI user,2,2,2,2,6.199,6.199,7.461,1,6,7,5,6,4.987,11.834,12.575,2,Female,NA,20,China,95,China,0,NA,NA,NA,NA,19.001,19.001,272.062,1,72273,NA
yw21xs,2024-03-08T14:29:40Z,2024-03-08T14:41:17Z,IP Address,100,697,TRUE,2024-03-08T14:41:18Z,R_2BQOltl9OSmDLSA,anonymous,EN,y,w,21,x,s,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,56.642,56.642,57.292,1,5,5,5,5,4.538,4.538,5.125,1,4,3,5,4,4.689,4.689,5.121,1,6,6,5,7,3,5,5,6,5,6.333333333333333,4.666666666666667,5,Several times each week.,frequent generative AI user,2,2,2,2,11.098,11.098,11.684,1,5,6,6,5.666666666666667,3.398,3.398,4.218,1,Female,NA,23,Canada,2,North America,0,NA,NA,NA,NA,0.573,0.598,47.927,2,49989,NA
yw25lo,2024-01-31T11:28:25Z,2024-01-31T11:41:20Z,IP Address,100,775,TRUE,2024-01-31T11:41:21Z,R_4y1Pnhq10CtrRAZ,anonymous,EN,y,w,25,l,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,0.794,4.454,5.392,2,6,6,5,5.666666666666667,2.307,6.278,6.952,3,6,5,5,5.333333333333333,7.443,8.839,9.42,2,6,6,5,5,4,5,5,5,5,5.333333333333333,5,5,About once each week.,0,2,2,3,2.3333333333333335,1.599,2.398,8.05,2,7,7,6,6.666666666666667,2.257,4.432,4.882,4,Male,NA,21,China,95,China,0,NA,NA,NA,NA,1.386,7.681,40.381,4,51502,NA
yx05df,2024-01-31T11:27:54Z,2024-01-31T11:43:27Z,IP Address,100,933,TRUE,2024-01-31T11:43:28Z,R_6agfOlTVAdE3VqH,anonymous,EN,y,x,05,d,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics / Mathematics and Statistics / Applied Mathematics.,A programme without a business component,0,10.552,10.552,11.752,1,6,7,6,6.333333333333333,6.178,7.624,9.886,2,5,3,5,4.333333333333333,8.591,9.681,11.539,2,5,5,5,5,3,5,5,5,6,5,4.333333333333333,5.333333333333333,Twice or three times a month.,0,3,3,3,3,4.448,4.448,5.058,1,5,7,7,6.333333333333333,4.963,5.713,6.149,2,Female,NA,20,China,95,China,0,NA,NA,NA,NA,1.186,104.382,140.134,4,20590,NA
yz14yo,2024-01-31T11:27:41Z,2024-01-31T11:37:30Z,IP Address,100,589,TRUE,2024-01-31T11:37:31Z,R_6feks6ktFJ9FHsx,anonymous,EN,y,z,14,y,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,5.712,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,14.928,14.928,15.712,1,4,5,6,5,5.441,5.441,6.465,1,6,6,6,6,6.076,6.076,7.09,1,5,5,5,6,4,4,6,6,6,5.666666666666667,4.666666666666667,5.333333333333333,Several times each week.,frequent generative AI user,3,2,1,2,3.053,8.94,11.741,2,4,7,5,5.333333333333333,5.635,5.635,6.477,1,Female,NA,21,China,95,China,0,NA,NA,NA,NA,0,0,53.063,0,72038,NA
yz16ya,2024-01-31T11:29:58Z,2024-01-31T11:39:55Z,IP Address,100,596,TRUE,2024-01-31T11:39:55Z,R_1EoQmQ6Oqya3R3H,anonymous,EN,y,z,16,y,a,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,7.596,0,I have experience as a business owner.,entrepreneurial experience – narrower,entrepreneurial experience –broader,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,5.827,5.827,10.587,1,3,5,6,4.666666666666667,5.4,5.4,7.521,1,6,6,5,5.666666666666667,4.643,4.643,5.441,1,6,7,7,7,7,6,6,6,5,6.333333333333333,7,5.666666666666667,Several times each week.,frequent generative AI user,3,2,1,2,5.366,5.366,6.474,1,7,7,7,7,2.889,2.889,3.567,1,Male,NA,22,China,95,China,0,NA,NA,NA,NA,0,0,31.911,0,30351,NA
yz22bj,2024-01-31T11:29:34Z,2024-01-31T11:47:08Z,IP Address,100,1053,TRUE,2024-01-31T11:47:09Z,R_34P10FIcBvPnJZv,anonymous,EN,y,z,22,b,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,22.047,0,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,0,10.56,10.56,18.412,1,3,3,4,3.3333333333333335,63.27,65.626,66.789,2,5,3,4,4,4.391,4.391,5.492,1,6,6,6,6,6,6,6,6,6,6,6,6,Several times each week.,frequent generative AI user,2,2,2,2,4.95,4.95,8.269,1,5,6,6,5.666666666666667,7.132,9.146,9.798,2,Female,NA,21,China,95,China,0,NA,NA,NA,NA,9.95,9.95,71.154,1,50734,NA
zb16zj,2024-01-31T11:29:28Z,2024-01-31T11:43:45Z,IP Address,100,856,TRUE,2024-01-31T11:43:45Z,R_7ek0HMlcetTuBY5,anonymous,EN,z,b,16,z,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,9.235,0,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,1,22.384,22.384,23.315,1,5,5,5,5,6.156,6.156,12.003,1,6,4,5,5,5.815,5.815,7.442,1,6,6,7,7,7,6,6,6,6,6.333333333333333,6.666666666666667,6,About once each week.,0,2,2,2,2,45.352,45.352,47.115,1,5,5,5,5,3.321,3.321,6.433,1,Male,NA,21,China,95,China,0,NA,NA,NA,NA,10.912,79.978,80.573,2,55202,NA
zg10pj,2024-03-08T14:29:58Z,2024-03-08T14:40:55Z,IP Address,100,656,TRUE,2024-03-08T14:40:56Z,R_6Vine67xgkvZ1ip,anonymous,EN,z,g,10,p,j,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as entrepreneur.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,3 or more,10.767,10.767,13.09,1,5,5,5,5,4.799,4.799,5.728,1,6,6,6,6,3.812,3.812,4.695,1,3,4,5,4,3,5,5,5,4,4,4,4.666666666666667,Once or more each day.,frequent generative AI user,3,1,1,1.6666666666666667,7.486,7.486,12.766,1,5,6,6,5.666666666666667,3.196,3.196,4.071,1,Male,NA,22,China,95,China,0,NA,NA,NA,NA,13.937,13.937,37.182,1,41281,NA
zh18yf,2024-03-08T14:30:15Z,2024-03-08T14:37:34Z,IP Address,100,439,TRUE,2024-03-08T14:37:34Z,R_2HUFiHUkn9KDiAV,anonymous,EN,z,h,18,y,f,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,0,0,11.652,0,None of the above.,0,0,None of the above.,0,0,A programme at the Business School.,Business programme at the business school,3 or more,6.391,6.391,8.247,1,6,6,6,6,2.419,2.419,3.125,1,6,7,7,6.666666666666667,1.657,2.289,3.758,2,5,3,5,6,2,6,4,6,5,5.666666666666667,3.3333333333333335,5,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,2.921,2.921,3.558,1,6,6,6,6,3.098,4.364,5.121,2,Male,NA,24,China,95,China,0,NA,NA,NA,NA,2.808,12.076,51.184,2,94816,NA
zj16xo,2024-01-31T11:30:16Z,2024-01-31T11:40:47Z,IP Address,100,631,TRUE,2024-01-31T11:40:48Z,R_5bPViUOzw4dmMHT,anonymous,EN,z,j,16,x,o,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,I have experience as a self-employed person.,0,entrepreneurial experience –broader,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,Mathematics and Business.,Another programme with a business component,0,7.268,19.301,21.072,14,5,6,5,5.333333333333333,4.756,4.756,6.089,1,6,5,6,5.666666666666667,5.599,5.599,7.815,1,5,6,6,7,4,6,5,6,5,6,5.333333333333333,5.333333333333333,Several times each week.,frequent generative AI user,3,2,2,2.3333333333333335,5.084,5.084,8.868,1,5,7,6,6,4.522,4.522,5.405,1,Male,NA,22,Canada,2,North America,0,NA,NA,NA,NA,6.745,6.745,44.408,1,13685,NA
zj28jd,2024-01-31T11:27:35Z,2024-01-31T11:39:11Z,IP Address,100,696,TRUE,2024-01-31T11:39:12Z,R_6Gff0tt4XxqgiqJ,anonymous,EN,z,j,28,j,d,"I confirm that I have read and understood the participant information for the study.,I have been given the opportunity to consider the information provided, ask questions and have had these questions answered to my satisfaction.,I understand that my participation is voluntary and that I can ask to withdraw at any time without giving a reason and without my rights being affected.",yes,NA,NA,NA,NA,None of the above.,0,0,At least one of my parents has experience as business owner.,entrepreneurial experience – narrower,entrepreneurial experience – broader,A programme at the Business School.,Business programme at the business school,2,15.985,15.985,23.193,1,6,5,4,5,5.019,6.774,11.19,2,4,3,7,4.666666666666667,2.592,3.244,5.428,2,4,5,5,4,3,3,5,5,4,4.333333333333333,4.333333333333333,4,Twice or three times a month.,0,3,2,1,2,4.664,6.866,8.42,2,4,6,6,5.333333333333333,3.513,5.446,6.261,3,Female,NA,20,China,95,China,0,NA,NA,NA,NA,2.77,2.77,90.969,1,49499,NA
